sep=,
CUSTOM.date [local],CUSTOM.updateTime [local],OSD.flyTime,OSD.flyTime [s],OSD.latitude,OSD.longitude,OSD.height [ft],OSD.heightMax [ft],OSD.vpsHeight [ft],OSD.altitude [ft],OSD.mileage [ft],OSD.hSpeed [MPH],OSD.hSpeedMax [MPH],OSD.xSpeed [MPH],OSD.xSpeedMax [MPH],OSD.ySpeed [MPH],OSD.ySpeedMax [MPH],OSD.zSpeed [MPH],OSD.zSpeedMax [MPH],OSD.pitch,OSD.roll,OSD.yaw,OSD.yaw [360],OSD.directionOfTravel,OSD.flycState,OSD.flycCommand,OSD.flightAction,OSD.gpsNum,OSD.gpsLevel,OSD.isGPSUsed,OSD.nonGPSCause,OSD.droneType,OSD.isSwaveWork,OSD.waveError,OSD.goHomeStatus,OSD.batteryType,OSD.ctrlDevice,OSD.isOnGround,OSD.isMotorOn,OSD.isMotorBlocked,OSD.motorStartFailedCause,OSD.motorFailReason,OSD.isImuPreheated,OSD.imuInitFailReason,OSD.isAcceletorOverRange,OSD.isBarometerDeadInAir,OSD.isCompassError,OSD.isGoHomeHeightModified,OSD.canIOCWork,OSD.isNotEnoughForce,OSD.isOutOfLimit,OSD.isPropellerCatapult,OSD.isVibrating,OSD.isVisionUsed,OSD.voltageWarning,GIMBAL.mode,GIMBAL.pitch,GIMBAL.roll,GIMBAL.yaw,GIMBAL.yaw [360],GIMBAL.isPitchAtLimit,GIMBAL.isRollAtLimit,GIMBAL.isYawAtLimit,GIMBAL.isStuck,CAMERA.isPhoto,CAMERA.isVideo,CAMERA.filename,CAMERA.sdCardIsInserted,CAMERA.sdCardState,RC.downlinkSignal,RC.uplinkSignal,RC.aileron,RC.elevator,RC.throttle,RC.rudder,RC.mode,RC.goHomeDepressed,RC.recordDepressed,RC.shutterDepressed,RC.playbackDepressed,RC.wheelDepressed,RC.wheelOffset,RC.custom1Depressed,RC.custom2Depressed,RC.custom3Depressed,RC.custom4Depressed,BATTERY.chargeLevel,BATTERY.currentPV [V],BATTERY.currentCapacity [mAh],BATTERY.fullCapacity [mAh],BATTERY.voltage [V],BATTERY.isCellVoltageEstimated,BATTERY.cellVoltage1 [V],BATTERY.cellVoltage2 [V],BATTERY.cellVoltage3 [V],BATTERY.cellVoltage4 [V],BATTERY.cellVoltage5 [V],BATTERY.cellVoltage6 [V],BATTERY.maxCellVoltageDeviation,BATTERY.isCellVoltageDeviationHigh,BATTERY.isVoltageLow,BATTERY.current [A],BATTERY.temperature [F],BATTERY.minTemperature [F],BATTERY.maxTemperature [F],BATTERY.usefulTime [s],BATTERY.goHomeTime [s],BATTERY.landTime [s],BATTERY.goHomeBattery,BATTERY.landBattery,BATTERY.safeFlyRadius,BATTERY.volumeConsume,BATTERY.status,BATTERY.goHomeStatus,BATTERY.goHomeCountdown,BATTERY.lowWarning,BATTERY.lowWarningGoHome,BATTERY.seriousLowWarning,BATTERY.seriousLowWarningLanding,BATTERY.timesCharged,MC.failSafeAction,MC.isObstacleAvoidanceEnabled,MC.isCollisionAvoidanceEnabled,MC.isRthObstacleAvoidanceEnabled,MC.isBraking,MC.isAvoidingObstacle,MC.isAvoidingActiveObstacle,MC.isAscentLimitedByObstacle,MC.isLandingConfirmationNeeded,MC.atLowAltitudeLimit,MC.atDistanceLimit,MC.atAirportAltitudeLimit,MC.atAirportBoundary,HOME.latitude,HOME.longitude,HOME.distance [ft],HOME.height [ft],HOME.heightLimit [ft],HOME.isHomeRecord,HOME.goHomeMode,HOME.aircraftHeadDirection,HOME.isDynamicHomePointEnabled,HOME.isReachedLimitDistance,HOME.isReachedLimitHeight,HOME.isCompassCalibrating,HOME.compassCalibrationState,HOME.isMultipleFlightModeEnabled,HOME.isBeginnerMode,HOME.isIOCEnabled,HOME.iocMode,HOME.goHomeHeight [ft],HOME.courseLockAngle,HOME.forceLandingHeight [ft],HOME.dataRecorderFileIndex,WEATHER.windDirection,WEATHER.windRelativeDirection,WEATHER.windSpeed [MPH],WEATHER.maxWindSpeed [MPH],WEATHER.windStrength,WEATHER.isFacingWind,WEATHER.isFlyingIntoWind,RECOVER.appType,RECOVER.appVersion,RECOVER.aircraftName,RECOVER.aircraftSerial,RECOVER.cameraSerial,RECOVER.rcSerial,RECOVER.batterySerial,DETAILS.totalTime [s],DETAILS.totalDistance [ft],DETAILS.maxHeight [ft],DETAILS.maxHorizontalSpeed [MPH],DETAILS.maxVerticalSpeed [MPH],DETAILS.photoNum,DETAILS.videoTime [s],DETAILS.aircraftName,DETAILS.aircraftSerial,DETAILS.cameraSerial,DETAILS.rcSerial,DETAILS.batterySerial,DETAILS.appName,DETAILS.appType,DETAILS.appVersion,DETAILS.guid,SERIAL.flightController,SERIAL.camera,SERIAL.gimbal,SERIAL.rc,SERIAL.battery,SERIAL.battery2,APPGPS.latitude,APPGPS.longitude,APPGPS.accuracy,APP.tip,APP.warning
6/27/2025,3:23:15.27 AM,0m 0.1s,0.1,-7.2803139093966,112.792009737577,0,0,1.6,12,0,0,0,0,0,0,0,0,0,-11.8,-1.3,-138.1,221.9,,Starting Motors,Other,Takeoff (RC Assisted),12,5,True,,DJI FPV,False,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,0,0,0,False,False,False,False,False,False,,True,Normal,100,100,364,364,364,1684,2,False,False,False,False,False,0,False,False,False,False,83,,,,23.755,True,3.959,3.959,3.959,3.959,3.959,3.959,,False,False,,,,,,3,,,5,5073.5,751.63,,Idle,,25,,5,,12,Hover,True,True,True,False,False,False,False,False,False,False,False,False,-7.2803203771769,112.792022644835,5.2,37.2,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,328,,9.8,88,,,,,Calm,False,False,,,,,,,,223.8,4.0,324.8,32.879886,14.316416,0,1232,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPJ3CAA10285,DJI Fly,Linux,0.0.1,34C9E972-F3FE-0C19-B90D-4572EA614039,37QBJ3G00B020K,3F2TJ1429200MP,,37RBHB600B03LB,37WPJ3CAA10285,,,,,Gimbal auto check failed.; Motors starting.; Gimbal stuck. Check whether gimbal lock is removed and make sure gimbal can rotate freely.; Data Recorder File Index is 88.; Set Return to Home (RTH) altitude to 100 m (328 ft).; Set maximum flight altitude to 500 m (1640 ft).; Flight mode changed to Starting Motors.,
6/27/2025,3:23:15.47 AM,0m 0.3s,0.3,-7.2803138017808,112.792009553828,0,0,1.6,12,0,0,0,0,0,0,0,0,0,-11.8,-1.3,-138,222,,Starting Motors,Other,Takeoff (RC Assisted),12,5,True,,DJI FPV,False,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,0,0,0,False,False,False,False,False,False,,True,Normal,100,100,364,364,364,1684,2,False,False,False,False,False,0,False,False,False,False,83,,,,23.755,True,3.959,3.959,3.959,3.959,3.959,3.959,,False,False,,,,,,3,,,5,5073.5,751.63,,Idle,,25,,5,,12,Hover,True,True,True,False,False,False,False,False,False,False,False,False,-7.2803203771769,112.792022644835,5.3,37.2,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,328,,9.8,88,,,,,Calm,False,False,,,,,,,,223.8,4.0,324.8,32.879886,14.316416,0,1232,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPJ3CAA10285,DJI Fly,Linux,0.0.1,34C9E972-F3FE-0C19-B90D-4572EA614039,37QBJ3G00B020K,3F2TJ1429200MP,,37RBHB600B03LB,37WPJ3CAA10285,,,,,,
6/27/2025,3:23:15.67 AM,0m 0.5s,0.5,-7.2803136998677,112.79200938055,0,0,1.6,12,0,0,0,0,0,0,0,0,0,-11.8,-1.3,-138,222,,Starting Motors,Other,Takeoff (RC Assisted),12,5,True,,DJI FPV,False,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,0,0,0,False,False,False,False,False,False,,True,Normal,100,100,364,364,364,1684,2,False,False,False,False,False,0,False,False,False,False,83,,,,23.755,True,3.959,3.959,3.959,3.959,3.959,3.959,,False,False,,,,,,3,,,5,5073.5,751.63,,Idle,,25,,5,,12,Hover,True,True,True,False,False,False,False,False,False,False,False,False,-7.2803203771769,112.792022644835,5.3,37.2,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,328,,9.8,88,,,,,Calm,False,False,,,,,,,,223.8,4.0,324.8,32.879886,14.316416,0,1232,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPJ3CAA10285,DJI Fly,Linux,0.0.1,34C9E972-F3FE-0C19-B90D-4572EA614039,37QBJ3G00B020K,3F2TJ1429200MP,,37RBHB600B03LB,37WPJ3CAA10285,,,,,,
6/27/2025,3:23:15.87 AM,0m 0.7s,0.7,-7.2803135930604,112.792009044702,0,0,1.6,12,0.2,0,0,0,0,0,0,0,0,-11.8,-1.3,-138,222,,Starting Motors,Other,Takeoff (RC Assisted),12,5,True,,DJI FPV,False,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,0,0,0,False,False,False,False,False,True,,True,Normal,100,100,1019,1018,1077,1007,2,False,False,False,False,False,0,False,False,False,False,83,,,,23.755,True,3.959,3.959,3.959,3.959,3.959,3.959,,False,False,,,,,,3,,,5,5073.5,751.63,,Idle,,25,,5,,12,Hover,True,True,True,False,False,False,False,False,False,False,False,False,-7.2803203771769,112.792022644835,5.5,37.2,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,328,,9.8,88,,,,,Calm,False,False,,,,,,,,223.8,4.0,324.8,32.879886,14.316416,0,1232,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPJ3CAA10285,DJI Fly,Linux,0.0.1,34C9E972-F3FE-0C19-B90D-4572EA614039,37QBJ3G00B020K,3F2TJ1429200MP,,37RBHB600B03LB,37WPJ3CAA10285,,,,,,
6/27/2025,3:23:16.07 AM,0m 0.9s,0.9,-7.2803134889062,112.792008706213,0,0,1.6,12,0.3,0,0,0,0,0,0,0,0,-11.9,-1.3,-138,222,,Starting Motors,Other,Takeoff (RC Assisted),12,5,True,,DJI FPV,False,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,0,0,0,False,False,False,False,False,True,,True,Normal,100,100,1019,1018,1017,1008,2,False,False,False,False,False,0,False,False,False,False,83,,,,23.755,True,3.959,3.959,3.959,3.959,3.959,3.959,,False,False,,,,,,3,,,5,5073.5,751.63,,Idle,,25,,5,,12,Hover,True,True,True,False,False,False,False,False,False,False,False,False,-7.2803203771769,112.792022644835,5.6,37.2,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,328,,9.8,88,,,,,Calm,False,False,,,,,,,,223.8,4.0,324.8,32.879886,14.316416,0,1232,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPJ3CAA10285,DJI Fly,Linux,0.0.1,34C9E972-F3FE-0C19-B90D-4572EA614039,37QBJ3G00B020K,3F2TJ1429200MP,,37RBHB600B03LB,37WPJ3CAA10285,,,,,,
6/27/2025,3:23:16.27 AM,0m 1.1s,1.1,-7.2803135366617,112.792008525416,0,0,1.6,12,0.3,0,0,0,0,0,0,0,0,-11.9,-1.3,-138,222,,Starting Motors,Other,Takeoff (RC Assisted),12,5,True,,DJI FPV,False,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,0,0,0,False,False,False,False,False,True,,True,Normal,100,100,1020,1018,1161,1072,2,False,False,False,False,False,0,False,False,False,False,83,,,,23.751,True,3.959,3.959,3.959,3.959,3.959,3.959,,False,False,,,,,,4,,,5,5073.3,751.60,,Idle,,25,,5,,12,Hover,True,True,True,False,False,False,False,False,False,False,False,False,-7.2803203771769,112.792022644835,5.6,37.2,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,328,,9.8,88,,,,,Calm,False,False,,,,,,,,223.8,4.0,324.8,32.879886,14.316416,0,1232,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPJ3CAA10285,DJI Fly,Linux,0.0.1,34C9E972-F3FE-0C19-B90D-4572EA614039,37QBJ3G00B020K,3F2TJ1429200MP,,37RBHB600B03LB,37WPJ3CAA10285,,,,,,
6/27/2025,3:23:16.47 AM,0m 1.3s,1.3,-7.2803132714116,112.792008342496,0,0,1.6,12,0.5,0,0,0,0,0,0,0,0,-11.9,-1.3,-138,222,,Starting Motors,Other,Takeoff (RC Assisted),12,5,True,,DJI FPV,False,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,0,0,0,False,False,False,False,False,True,,True,Normal,100,100,981,1173,1018,1006,2,False,False,False,False,False,0,False,False,False,False,83,,,,23.751,True,3.959,3.959,3.959,3.959,3.959,3.959,,False,False,,,,,,4,,,5,5073.3,751.60,,Idle,,25,,5,,12,Hover,True,True,True,False,False,False,False,False,False,False,False,False,-7.2803203771769,112.792022644835,5.7,37.2,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,328,,9.8,88,,,,,Calm,False,False,,,,,,,,223.8,4.0,324.8,32.879886,14.316416,0,1232,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPJ3CAA10285,DJI Fly,Linux,0.0.1,34C9E972-F3FE-0C19-B90D-4572EA614039,37QBJ3G00B020K,3F2TJ1429200MP,,37RBHB600B03LB,37WPJ3CAA10285,,,,,,
6/27/2025,3:23:16.66 AM,0m 1.5s,1.5,-7.2803131674031,112.792008002615,0,0,1.6,12,0.6,0,0,0,0,0,0,0,0,-11.9,-1.2,-138,222,,Manual Takeoff,Other,Takeoff (RC Assisted),12,5,True,,DJI FPV,False,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,0,0,0,False,False,False,False,False,True,,True,Normal,100,100,926,1595,1017,1006,2,False,False,False,False,False,0,False,False,False,False,83,,,,23.751,True,3.959,3.959,3.959,3.959,3.959,3.959,,False,False,,,,,,4,,,5,5073.3,751.60,,Idle,,25,,5,,12,Hover,True,True,True,False,False,False,False,False,False,False,False,False,-7.2803203771769,112.792022644835,5.9,37.2,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,328,,9.8,88,,,,,Calm,False,False,,,,,,,,223.8,4.0,324.8,32.879886,14.316416,0,1232,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPJ3CAA10285,DJI Fly,Linux,0.0.1,34C9E972-F3FE-0C19-B90D-4572EA614039,37QBJ3G00B020K,3F2TJ1429200MP,,37RBHB600B03LB,37WPJ3CAA10285,,,,,Flight mode changed to Manual Takeoff.,
6/27/2025,3:23:16.87 AM,0m 1.7s,1.7,-7.2803130629843,112.792007666714,0,0,1.6,12,0.7,0,0,0,0,0,0,0,0,-11.9,-1.2,-138,222,,Manual Takeoff,Other,Takeoff (RC Assisted),12,5,True,,DJI FPV,False,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,0,0,0,False,False,False,False,False,True,,True,Normal,100,100,674,1684,1018,1005,2,False,False,False,False,False,0,False,False,False,False,83,,,,23.751,True,3.959,3.959,3.959,3.959,3.959,3.959,,False,False,,,,,,4,,,5,5073.3,751.60,,Idle,,25,,5,,12,Hover,True,True,True,False,False,False,False,False,False,False,False,False,-7.2803203771769,112.792022644835,6.0,37.2,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,328,,9.8,88,,,,,Calm,False,False,,,,,,,,223.8,4.0,324.8,32.879886,14.316416,0,1232,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPJ3CAA10285,DJI Fly,Linux,0.0.1,34C9E972-F3FE-0C19-B90D-4572EA614039,37QBJ3G00B020K,3F2TJ1429200MP,,37RBHB600B03LB,37WPJ3CAA10285,,,,,,
6/27/2025,3:23:17.07 AM,0m 1.9s,1.9,-7.2803129608387,112.792007337557,0,0,1.6,12,0.8,0,0,0,0,0,0,0,0,-11.9,-1.2,-138,222,,Manual Takeoff,Other,Takeoff (RC Assisted),12,5,True,,DJI FPV,False,False,,Smart,RC,True,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,0,0,0,False,False,False,False,False,True,,True,Normal,100,100,757,1684,1017,1006,2,False,False,False,False,False,0,False,False,False,False,83,,,,23.751,True,3.959,3.959,3.959,3.959,3.959,3.959,,False,False,,,,,,4,,,5,5073.3,751.60,,Idle,,25,,5,,12,Hover,True,True,True,False,False,False,False,False,False,False,False,False,-7.2803203771769,112.792022644835,6.1,37.2,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,328,,9.8,88,,,,,Calm,False,False,,,,,,,,223.8,4.0,324.8,32.879886,14.316416,0,1232,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPJ3CAA10285,DJI Fly,Linux,0.0.1,34C9E972-F3FE-0C19-B90D-4572EA614039,37QBJ3G00B020K,3F2TJ1429200MP,,37RBHB600B03LB,37WPJ3CAA10285,,,,,,
