sep=,
CUSTOM.date [local],CUSTOM.updateTime [local],OSD.flyTime,OSD.flyTime [s],OSD.latitude,OSD.longitude,OSD.height [ft],OSD.heightMax [ft],OSD.vpsHeight [ft],OSD.altitude [ft],OSD.mileage [ft],OSD.hSpeed [MPH],OSD.hSpeedMax [MPH],OSD.xSpeed [MPH],OSD.xSpeedMax [MPH],OSD.ySpeed [MPH],OSD.ySpeedMax [MPH],OSD.zSpeed [MPH],OSD.zSpeedMax [MPH],OSD.pitch,OSD.roll,OSD.yaw,OSD.yaw [360],OSD.directionOfTravel,OSD.flycState,OSD.flycCommand,OSD.flightAction,OSD.gpsNum,OSD.gpsLevel,OSD.isGPSUsed,OSD.nonGPSCause,OSD.droneType,OSD.isSwaveWork,OSD.waveError,OSD.goHomeStatus,OSD.batteryType,OSD.ctrlDevice,OSD.isOnGround,OSD.isMotorOn,OSD.isMotorBlocked,OSD.motorStartFailedCause,OSD.motorFailReason,OSD.isImuPreheated,OSD.imuInitFailReason,OSD.isAcceletorOverRange,OSD.isBarometerDeadInAir,OSD.isCompassError,OSD.isGoHomeHeightModified,OSD.canIOCWork,OSD.isNotEnoughForce,OSD.isOutOfLimit,OSD.isPropellerCatapult,OSD.isVibrating,OSD.isVisionUsed,OSD.voltageWarning,GIMBAL.mode,GIMBAL.pitch,GIMBAL.roll,GIMBAL.yaw,GIMBAL.yaw [360],GIMBAL.isPitchAtLimit,GIMBAL.isRollAtLimit,GIMBAL.isYawAtLimit,GIMBAL.isStuck,CAMERA.isPhoto,CAMERA.isVideo,CAMERA.filename,CAMERA.sdCardIsInserted,CAMERA.sdCardState,RC.downlinkSignal,RC.uplinkSignal,RC.aileron,RC.elevator,RC.throttle,RC.rudder,RC.mode,RC.goHomeDepressed,RC.recordDepressed,RC.shutterDepressed,RC.playbackDepressed,RC.wheelDepressed,RC.wheelOffset,RC.custom1Depressed,RC.custom2Depressed,RC.custom3Depressed,RC.custom4Depressed,BATTERY.chargeLevel,BATTERY.currentPV [V],BATTERY.currentCapacity [mAh],BATTERY.fullCapacity [mAh],BATTERY.voltage [V],BATTERY.isCellVoltageEstimated,BATTERY.cellVoltage1 [V],BATTERY.cellVoltage2 [V],BATTERY.cellVoltage3 [V],BATTERY.cellVoltage4 [V],BATTERY.cellVoltage5 [V],BATTERY.cellVoltage6 [V],BATTERY.maxCellVoltageDeviation,BATTERY.isCellVoltageDeviationHigh,BATTERY.isVoltageLow,BATTERY.current [A],BATTERY.temperature [F],BATTERY.minTemperature [F],BATTERY.maxTemperature [F],BATTERY.usefulTime [s],BATTERY.goHomeTime [s],BATTERY.landTime [s],BATTERY.goHomeBattery,BATTERY.landBattery,BATTERY.safeFlyRadius,BATTERY.volumeConsume,BATTERY.status,BATTERY.goHomeStatus,BATTERY.goHomeCountdown,BATTERY.lowWarning,BATTERY.lowWarningGoHome,BATTERY.seriousLowWarning,BATTERY.seriousLowWarningLanding,BATTERY.timesCharged,MC.failSafeAction,MC.isObstacleAvoidanceEnabled,MC.isCollisionAvoidanceEnabled,MC.isRthObstacleAvoidanceEnabled,MC.isBraking,MC.isAvoidingObstacle,MC.isAvoidingActiveObstacle,MC.isAscentLimitedByObstacle,MC.isLandingConfirmationNeeded,MC.atLowAltitudeLimit,MC.atDistanceLimit,MC.atAirportAltitudeLimit,MC.atAirportBoundary,HOME.latitude,HOME.longitude,HOME.distance [ft],HOME.height [ft],HOME.heightLimit [ft],HOME.isHomeRecord,HOME.goHomeMode,HOME.aircraftHeadDirection,HOME.isDynamicHomePointEnabled,HOME.isReachedLimitDistance,HOME.isReachedLimitHeight,HOME.isCompassCalibrating,HOME.compassCalibrationState,HOME.isMultipleFlightModeEnabled,HOME.isBeginnerMode,HOME.isIOCEnabled,HOME.iocMode,HOME.goHomeHeight [ft],HOME.courseLockAngle,HOME.forceLandingHeight [ft],HOME.dataRecorderFileIndex,WEATHER.windDirection,WEATHER.windRelativeDirection,WEATHER.windSpeed [MPH],WEATHER.maxWindSpeed [MPH],WEATHER.windStrength,WEATHER.isFacingWind,WEATHER.isFlyingIntoWind,RECOVER.appType,RECOVER.appVersion,RECOVER.aircraftName,RECOVER.aircraftSerial,RECOVER.cameraSerial,RECOVER.rcSerial,RECOVER.batterySerial,DETAILS.totalTime [s],DETAILS.totalDistance [ft],DETAILS.maxHeight [ft],DETAILS.maxHorizontalSpeed [MPH],DETAILS.maxVerticalSpeed [MPH],DETAILS.photoNum,DETAILS.videoTime [s],DETAILS.aircraftName,DETAILS.aircraftSerial,DETAILS.cameraSerial,DETAILS.rcSerial,DETAILS.batterySerial,DETAILS.appName,DETAILS.appType,DETAILS.appVersion,DETAILS.guid,SERIAL.flightController,SERIAL.camera,SERIAL.gimbal,SERIAL.rc,SERIAL.battery,APPGPS.latitude,APPGPS.longitude,APPGPS.accuracy,APP.tip,APP.warning
11/10/2024,3:10:38.62 AM,1m 8.8s,68.8,-7.2794886365173,112.797709721031,66.9,68.2,20.0,76,546.1,0,18.991607,0,14.987498,0,13.42164,0,0.223694,4.2,-1.2,-68.3,291.7,,P-GPS,Other,,24,5,True,,DJI FPV,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,-1.8,-66.8,293.2,False,False,False,False,False,False,,True,Normal,18,60,970,1161,1018,1008,0,False,False,False,False,False,0,False,False,False,False,50,21.287,904,1840,21.301,False,3.546,3.547,3.546,3.548,3.545,3.555,0.032,False,False,7.76,94.6,92.8,94.6,421,51,4,29,9,52164.5,7728.08,,Idle,,25,,5,,13,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,-7.2806383963293,112.796921297037,507.2,57.7,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,328,298.5,9.8,80,,,,,Calm,False,False,Linux,0.0.1,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPHCPAA104CB,263,1.5,72.1,18.99162,14.316416,0,0,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPHCPAA104CB,DJI Fly,Linux,0.0.1,986891CF-E8B0-0E1D-07D9-9ACCB8AAEB50,37QBJ3G00B020K,,3F2TJ1429200MP,37RBHB600B03LB,,,,,Image transmission signal weak.; Aircraft braking.; Image transmission signal weak. Adjust antennas and make sure they are perpendicular to flight direction of aircraft.,
11/10/2024,3:10:38.82 AM,1m 9.0s,69.0,-7.2794886207542,112.797709937014,66.9,68.2,20.0,76,546.2,0,18.991607,0,14.987498,0,13.42164,0,0.223694,3.6,-0.4,-68.2,291.8,,P-GPS,Other,,24,5,True,,DJI FPV,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,-0.5,-66.8,293.2,False,False,False,False,False,False,,True,Normal,18,60,981,1176,1017,1008,0,False,False,False,False,False,0,False,False,False,False,50,21.287,904,1840,21.301,False,3.546,3.547,3.546,3.548,3.545,3.555,0.032,False,False,7.76,94.6,92.8,94.6,421,51,4,29,9,52164.5,7728.08,,Idle,,25,,5,,13,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,-7.2806383963293,112.796921297037,507.3,57.7,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,328,298.5,9.8,80,,,,,Calm,False,False,Linux,0.0.1,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPHCPAA104CB,263,1.5,72.1,18.99162,14.316416,0,0,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPHCPAA104CB,DJI Fly,Linux,0.0.1,986891CF-E8B0-0E1D-07D9-9ACCB8AAEB50,37QBJ3G00B020K,,3F2TJ1429200MP,37RBHB600B03LB,,,,,RC signal lost.,
11/10/2024,3:10:39.02 AM,1m 9.2s,69.2,-7.279488525353,112.797710126396,66.9,68.2,20.0,76,546.3,0,18.991607,0,14.987498,0,13.42164,0,0.223694,5,0.1,-68.3,291.7,,P-GPS,Other,,24,5,True,,DJI FPV,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,-0.4,-66.9,293.1,False,False,False,False,False,False,,True,Normal,18,60,988,1168,1017,1008,0,False,False,False,False,False,0,False,False,False,False,50,21.276,900,1840,21.282,False,3.544,3.549,3.547,3.55,3.547,3.539,0.032,False,False,7.904,94.6,92.8,94.6,421,51,4,29,9,52114.2,7720.63,,Idle,,25,,5,,13,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,-7.2806383963293,112.796921297037,507.3,57.7,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,328,298.5,9.8,80,,,,,Calm,False,False,Linux,0.0.1,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPHCPAA104CB,263,1.5,72.1,18.99162,14.316416,0,0,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPHCPAA104CB,DJI Fly,Linux,0.0.1,986891CF-E8B0-0E1D-07D9-9ACCB8AAEB50,37QBJ3G00B020K,,3F2TJ1429200MP,37RBHB600B03LB,,,,,,
11/10/2024,3:10:39.22 AM,1m 9.4s,69.4,-7.2794883180335,112.79771024869,66.9,68.2,20.0,76,546.4,0,18.991607,0,14.987498,0,13.42164,0,0.223694,5.3,-0.1,-68.4,291.6,,P-GPS,Other,,24,5,True,,DJI FPV,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,-1.2,-66.8,293.2,False,False,False,False,False,False,,True,Normal,18,60,995,1110,1017,1009,0,False,False,False,False,False,0,False,False,False,False,50,21.276,900,1840,21.282,False,3.544,3.549,3.547,3.55,3.547,3.539,0.032,False,False,7.904,94.6,92.8,94.6,421,51,4,29,9,52114.2,7720.63,,Idle,,25,,5,,13,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,-7.2806383963293,112.796921297037,507.4,57.7,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,328,298.5,9.8,80,,,,,Calm,False,False,Linux,0.0.1,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPHCPAA104CB,263,1.5,72.1,18.99162,14.316416,0,0,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPHCPAA104CB,DJI Fly,Linux,0.0.1,986891CF-E8B0-0E1D-07D9-9ACCB8AAEB50,37QBJ3G00B020K,,3F2TJ1429200MP,37RBHB600B03LB,,,,,,
11/10/2024,3:10:39.42 AM,1m 9.6s,69.6,-7.2794882062524,112.797710195558,66.9,68.2,20.0,76,546.4,0,18.991607,0,14.987498,0,13.42164,0,0.223694,5.6,-0.9,-68.4,291.6,,P-GPS,Other,,24,5,True,,DJI FPV,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,-1.8,-66.8,293.2,False,False,False,False,False,False,,True,Normal,18,60,1016,1021,1018,1007,0,False,False,False,False,False,0,False,False,False,False,50,21.276,900,1840,21.282,False,3.544,3.549,3.547,3.55,3.547,3.539,0.032,False,False,7.904,94.6,92.8,94.6,421,51,4,29,9,52114.2,7720.63,,Idle,,25,,5,,13,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,-7.2806383963293,112.796921297037,507.5,57.7,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,328,298.5,9.8,80,,,,,Calm,False,False,Linux,0.0.1,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPHCPAA104CB,263,1.5,72.1,18.99162,14.316416,0,0,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPHCPAA104CB,DJI Fly,Linux,0.0.1,986891CF-E8B0-0E1D-07D9-9ACCB8AAEB50,37QBJ3G00B020K,,3F2TJ1429200MP,37RBHB600B03LB,,,,,,
11/10/2024,3:10:39.62 AM,1m 9.8s,69.8,-7.2794879678179,112.797710339546,66.9,68.2,20.0,76,546.5,0,18.991607,0,14.987498,0,13.42164,0,0.223694,5.4,-1.3,-68.4,291.6,,P-GPS,Other,,24,5,True,,DJI FPV,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,-2.4,-66.8,293.2,False,False,False,False,False,False,,True,Normal,18,60,1019,1018,1018,1008,0,False,False,False,False,False,0,False,False,False,False,50,21.276,900,1840,21.282,False,3.544,3.549,3.547,3.55,3.547,3.539,0.032,False,False,7.904,94.6,92.8,94.6,421,51,4,29,9,52114.2,7720.63,,Idle,,25,,5,,13,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,-7.2806383963293,112.796921297037,507.6,57.7,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,328,298.5,9.8,80,,,,,Calm,False,False,Linux,0.0.1,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPHCPAA104CB,263,1.5,72.1,18.99162,14.316416,0,0,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPHCPAA104CB,DJI Fly,Linux,0.0.1,986891CF-E8B0-0E1D-07D9-9ACCB8AAEB50,37QBJ3G00B020K,,3F2TJ1429200MP,37RBHB600B03LB,,,,,,
11/10/2024,3:10:39.82 AM,1m 10.0s,70.0,-7.2794879976993,112.797710471996,66.9,68.2,20.0,76,546.6,0,18.991607,0,14.987498,0,13.42164,0,0.223694,5.3,-1.8,-68.4,291.6,,P-GPS,Other,,24,5,True,,DJI FPV,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,-2.8,-66.8,293.2,False,False,False,False,False,False,,True,Normal,18,60,1019,1017,1018,1007,0,False,False,False,False,False,0,False,False,False,False,50,21.276,900,1840,21.282,False,3.544,3.549,3.547,3.55,3.547,3.539,0.032,False,False,7.904,94.6,92.8,94.6,421,51,4,29,9,52114.2,7720.63,,Idle,,25,,5,,13,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,-7.2806383963293,112.796921297037,507.6,57.7,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,328,298.5,9.8,80,,,,,Calm,False,False,Linux,0.0.1,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPHCPAA104CB,263,1.5,72.1,18.99162,14.316416,0,0,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPHCPAA104CB,DJI Fly,Linux,0.0.1,986891CF-E8B0-0E1D-07D9-9ACCB8AAEB50,37QBJ3G00B020K,,3F2TJ1429200MP,37RBHB600B03LB,,,,,,
11/10/2024,3:10:40.02 AM,1m 10.2s,70.2,-7.279487923407,112.797710584893,66.9,68.2,20.0,76,546.6,0.223694,18.991607,0.223694,14.987498,0,13.42164,0,0.223694,4.8,-2.5,-68.4,291.6,56.4,P-GPS,Other,,24,5,True,,DJI FPV,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,-4,-66.8,293.2,False,False,False,False,False,False,,True,Normal,18,60,1018,1018,1018,1007,0,False,False,False,False,False,0,False,False,False,False,49,21.282,900,1840,21.256,False,3.543,3.545,3.545,3.548,3.546,3.555,0.032,False,False,7.992,94.6,92.8,94.6,419,51,4,29,9,52194.0,7732.45,,Idle,,25,,5,,13,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,-7.2806383963293,112.796921297037,507.6,57.7,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,328,298.5,9.8,80,,,,,Calm,False,False,Linux,0.0.1,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPHCPAA104CB,263,1.5,72.1,18.99162,14.316416,0,0,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPHCPAA104CB,DJI Fly,Linux,0.0.1,986891CF-E8B0-0E1D-07D9-9ACCB8AAEB50,37QBJ3G00B020K,,3F2TJ1429200MP,37RBHB600B03LB,,,,,,
11/10/2024,3:10:40.22 AM,1m 10.4s,70.4,-7.2794876581752,112.797710534318,66.9,68.2,20.0,76,546.7,0.223694,18.991607,0.223694,14.987498,0,13.42164,0,0.223694,4.6,-3.8,-68.5,291.5,349.2,P-GPS,Other,,24,5,True,,DJI FPV,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,-4.7,-66.8,293.2,False,False,False,False,False,False,,True,Normal,18,60,1018,1018,1017,1007,0,False,False,False,False,False,0,False,False,False,False,49,21.282,900,1840,21.256,False,3.543,3.545,3.545,3.548,3.546,3.555,0.032,False,False,7.992,94.6,92.8,94.6,419,51,4,29,9,52194.0,7732.45,,Idle,,25,,5,,13,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,-7.2806383963293,112.796921297037,507.7,57.7,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,328,298.5,9.8,80,,,,,Calm,False,False,Linux,0.0.1,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPHCPAA104CB,263,1.5,72.1,18.99162,14.316416,0,0,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPHCPAA104CB,DJI Fly,Linux,0.0.1,986891CF-E8B0-0E1D-07D9-9ACCB8AAEB50,37QBJ3G00B020K,,3F2TJ1429200MP,37RBHB600B03LB,,,,,,
11/10/2024,3:10:40.42 AM,1m 10.6s,70.6,-7.2794874714849,112.79771059201,66.9,68.2,20.0,76,546.8,0,18.991607,0,14.987498,0,13.42164,0,0.223694,4.6,-3.9,-68.6,291.4,,P-GPS,Other,,24,5,True,,DJI FPV,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,-4.5,-66.8,293.2,False,False,False,False,False,False,,True,Normal,18,60,1019,1018,1017,1008,0,False,False,False,False,False,0,False,False,False,False,49,21.282,900,1840,21.256,False,3.543,3.545,3.545,3.548,3.546,3.555,0.032,False,False,7.992,94.6,92.8,94.6,419,51,4,29,9,52194.0,7732.45,,Idle,,25,,5,,13,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,-7.2806383963293,112.796921297037,507.8,57.7,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,328,298.5,9.8,80,,,,,Calm,False,False,Linux,0.0.1,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPHCPAA104CB,263,1.5,72.1,18.99162,14.316416,0,0,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPHCPAA104CB,DJI Fly,Linux,0.0.1,986891CF-E8B0-0E1D-07D9-9ACCB8AAEB50,37QBJ3G00B020K,,3F2TJ1429200MP,37RBHB600B03LB,,,,,,
11/10/2024,3:10:40.62 AM,1m 10.8s,70.8,-7.2794873848563,112.797710633396,66.9,68.2,20.0,76,546.8,0,18.991607,0,14.987498,0,13.42164,0,0.223694,4.6,-3.7,-68.5,291.5,,P-GPS,Other,,24,5,True,,DJI FPV,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,-4,-66.8,293.2,False,False,False,False,False,False,,True,Normal,18,60,1019,1018,1017,1009,0,False,False,False,False,False,0,False,False,False,False,49,21.282,900,1840,21.256,False,3.543,3.545,3.545,3.548,3.546,3.555,0.032,False,False,7.992,94.6,92.8,94.6,419,51,4,29,9,52194.0,7732.45,,Idle,,25,,5,,13,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,-7.2806383963293,112.796921297037,507.8,57.7,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,328,298.5,9.8,80,,,,,Calm,False,False,Linux,0.0.1,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPHCPAA104CB,263,1.5,72.1,18.99162,14.316416,0,0,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPHCPAA104CB,DJI Fly,Linux,0.0.1,986891CF-E8B0-0E1D-07D9-9ACCB8AAEB50,37QBJ3G00B020K,,3F2TJ1429200MP,37RBHB600B03LB,,,,,RC signal lost.; Aircraft braking.; Image transmission signal weak. Adjust antennas and make sure they are perpendicular to flight direction of aircraft.,
11/10/2024,3:10:40.82 AM,1m 11.0s,71.0,-7.2794874472234,112.797710700347,66.9,68.2,20.0,76,546.9,0,18.991607,0,14.987498,0,13.42164,0,0.223694,4.6,-2.7,-68.4,291.6,,P-GPS,Other,,24,5,True,,DJI FPV,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,-2.9,-66.9,293.1,False,False,False,False,False,False,,True,Normal,18,60,1019,1018,1017,1008,0,False,False,False,False,False,0,False,False,False,False,49,21.282,900,1840,21.256,False,3.543,3.545,3.545,3.548,3.546,3.555,0.032,False,False,7.992,94.6,92.8,94.6,419,51,4,29,9,52194.0,7732.45,,Idle,,25,,5,,13,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,-7.2806383963293,112.796921297037,507.8,57.7,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,328,298.5,9.8,80,,,,,Calm,False,False,Linux,0.0.1,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPHCPAA104CB,263,1.5,72.1,18.99162,14.316416,0,0,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPHCPAA104CB,DJI Fly,Linux,0.0.1,986891CF-E8B0-0E1D-07D9-9ACCB8AAEB50,37QBJ3G00B020K,,3F2TJ1429200MP,37RBHB600B03LB,,,,,,
11/10/2024,3:10:41.02 AM,1m 11.2s,71.2,-7.27948743475,112.797710797629,66.9,68.2,20.0,76,546.9,0,18.991607,0,14.987498,0,13.42164,0,0.223694,4.7,-1.8,-68.4,291.6,,P-GPS,Other,,24,5,True,,DJI FPV,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,-2.3,-67,293,False,False,False,False,False,False,,True,Normal,40,60,1018,1018,1017,1008,0,False,False,False,False,False,0,False,False,False,False,49,21.268,896,1840,21.28,False,3.542,3.546,3.542,3.544,3.542,3.552,0.032,False,False,7.744,94.8,92.8,94.8,418,51,4,29,9,52274.3,7744.35,,Idle,,25,,5,,13,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,-7.2806383963293,112.796921297037,507.8,57.7,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,328,298.5,9.8,80,,,,,Calm,False,False,Linux,0.0.1,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPHCPAA104CB,263,1.5,72.1,18.99162,14.316416,0,0,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPHCPAA104CB,DJI Fly,Linux,0.0.1,986891CF-E8B0-0E1D-07D9-9ACCB8AAEB50,37QBJ3G00B020K,,3F2TJ1429200MP,37RBHB600B03LB,,,,,,
11/10/2024,3:10:41.22 AM,1m 11.4s,71.4,-7.2794876451535,112.797710779181,66.9,68.2,20.0,76,547.0,0,18.991607,0,14.987498,0,13.42164,0,0.223694,4.6,-1.4,-68.4,291.6,,P-GPS,Other,,24,5,True,,DJI FPV,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,-2.1,-67,293,False,False,False,False,False,False,,True,Normal,40,60,1019,1018,1017,1008,0,False,False,False,False,False,0,False,False,False,False,49,21.268,896,1840,21.28,False,3.542,3.546,3.542,3.544,3.542,3.552,0.032,False,False,7.744,94.8,92.8,94.8,418,51,4,29,9,52274.3,7744.35,,Idle,,25,,5,,13,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,-7.2806383963293,112.796921297037,507.7,57.7,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,328,298.5,9.8,80,,,,,Calm,False,False,Linux,0.0.1,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPHCPAA104CB,263,1.5,72.1,18.99162,14.316416,0,0,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPHCPAA104CB,DJI Fly,Linux,0.0.1,986891CF-E8B0-0E1D-07D9-9ACCB8AAEB50,37QBJ3G00B020K,,3F2TJ1429200MP,37RBHB600B03LB,,,,,,
11/10/2024,3:10:41.42 AM,1m 11.6s,71.6,-7.2794877326046,112.797710823193,67.2,68.2,20.0,77,547.0,0,18.991607,0,14.987498,0,13.42164,0,0.223694,4.4,-1.3,-68.4,291.6,,P-GPS,Other,,24,5,True,,DJI FPV,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,-2.1,-67,293,False,False,False,False,False,False,,True,Normal,40,60,1019,1018,1017,1008,0,False,False,False,False,False,0,False,False,False,False,49,21.268,896,1840,21.28,False,3.542,3.546,3.542,3.544,3.542,3.552,0.032,False,False,7.744,94.8,92.8,94.8,418,51,4,29,9,52274.3,7744.35,,Idle,,25,,5,,13,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,-7.2806383963293,112.796921297037,507.7,57.7,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,328,298.5,9.8,80,,,,,Calm,False,False,Linux,0.0.1,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPHCPAA104CB,263,1.5,72.1,18.99162,14.316416,0,0,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPHCPAA104CB,DJI Fly,Linux,0.0.1,986891CF-E8B0-0E1D-07D9-9ACCB8AAEB50,37QBJ3G00B020K,,3F2TJ1429200MP,37RBHB600B03LB,,,,,,
11/10/2024,3:10:41.62 AM,1m 11.8s,71.8,-7.2794879146345,112.797710722664,67.2,68.2,20.0,77,547.1,0,18.991607,0,14.987498,0,13.42164,0,0.223694,4.4,-1.5,-68.3,291.7,,P-GPS,Other,,24,5,True,,DJI FPV,False,False,,Smart,RC,False,True,False,,,True,,False,False,False,False,False,False,False,False,False,False,0,Free,0,-2.3,-67,293,False,False,False,False,False,False,,True,Normal,40,60,1018,1018,1017,1008,0,False,False,False,False,False,0,False,False,False,False,49,21.268,896,1840,21.28,False,3.542,3.546,3.542,3.544,3.542,3.552,0.032,False,False,7.744,94.8,92.8,94.8,418,51,4,29,9,52274.3,7744.35,,Idle,,25,,5,,13,Go Home,False,False,False,False,False,False,False,False,False,False,False,False,-7.2806383963293,112.796921297037,507.7,57.7,1640.4,True,1,1,False,False,False,False,,True,False,False,Course Lock,328,298.5,9.8,80,,,,,Calm,False,False,Linux,0.0.1,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPHCPAA104CB,263,1.5,72.1,18.99162,14.316416,0,0,DJI FPV,37QBJ3G00B020K,3F2TJ1429200MP,37RBHB600B03LB,37WPHCPAA104CB,DJI Fly,Linux,0.0.1,986891CF-E8B0-0E1D-07D9-9ACCB8AAEB50,37QBJ3G00B020K,,3F2TJ1429200MP,37RBHB600B03LB,,,,,,
